AcademicYear,OffenseCount,OffenseType,CourseLevel,Campus,Faculty,Outcome,Year
2023-24,NO1,FABR,UG2,OL,ARTS,FAIL,AY2023-24
2023-24,NO3,FABR,UG2,OL,SCIENCE,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG1,OL,SCIENCE,FAIL,AY2023-24
2023-24,NO1,CHEAT,UG2,KAM,SOBE,FAIL,AY2023-24
2023-24,NO2,PLAG,GR6,OL,ARTS,DISM,AY2023-24
2023-24,NO3,CHEAT,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,DC,MISC,UG2,OL,SOBE,ASM0,AY2023-24
2023-24,NO1,MISC,UG1,OL,SCIENCE,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG2,OL,SCIENCE,ASM0,AY2023-24
2023-24,NO1,PLAG,UG1,OL,ARTS,FAIL,AY2023-24
2023-24,NO3,CHEAT,UG2,OL,SCIENCE,FAIL,AY2023-24
2023-24,NO1,FABR,UG2,KAM,ARTS,ASM0,AY2023-24
2023-24,NO1,FABR,UG1,KAM,SCIENCE,FAIL,AY2023-24
2023-24,NO1,FABR,UG2,OL,SOBE,ASM0,AY2023-24
2023-24,NO1,MISC,UG2,OL,SOBE,FAIL,AY2023-24
2023-24,NO1,FABR,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,NO2,PLAG,UG4,KAM,ARTS,ASM0,AY2023-24
2023-24,NO2,CHEAT,UG1,OL,SOBE,ASM0,AY2023-24
2023-24,DC,PLAG,UG3,KAM,ARTS,ASM0,AY2023-24
2023-24,NO1,FABR,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,NO2,CHEAT,UG1,KAM,ARTS,ASM0,AY2023-24
2023-24,NO1,PLAG,UG2,KAM,SOBE,FAIL,AY2023-24
2023-24,NO1,CHEAT,UG1,KAM,ARTS,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG2,OL,SOBE,DISM,AY2023-24
2023-24,NO1,PLAG,UG3,KAM,ARTS,FAIL,AY2023-24
2023-24,NO1,FABR,UG1,KAM,SCIENCE,ASM0,AY2023-24
2023-24,NO1,FABR,UG1,OL,SCIENCE,ASM0,AY2023-24
2023-24,NO1,FABR,UG1,OL,ARTS,FAIL,AY2023-24
2023-24,NO3,CHEAT,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,FABR,UG2,OL,SOBE,REPR,AY2023-24
2023-24,NO1,CHEAT,UG2,OL,SOBE,ASM0,AY2023-24
2023-24,NO1,MISC,UG1,OL,ARTS,SUSP,AY2023-24
2023-24,NO1,CHEAT,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,FABR,GR6,OL,FACT,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,FABR,UG2,KAM,SOBE,FAIL,AY2023-24
2023-24,NO1,FABR,UG1,OL,SOBE,ASM0,AY2023-24
2023-24,DC,PLAG,UG1,OL,ARTS,FAIL,AY2023-24
2023-24,DC,CHEAT,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,MISC,UG2,OL,SOBE,SUSP,AY2023-24
2023-24,NO3,CHEAT,UG1,KAM,SCIENCE,ASM0,AY2023-24
2023-24,NO1,FABR,UG2,OL,SCIENCE,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG1,OL,SOBE,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG1,OL,SOBE,ASM0,AY2023-24
2023-24,NO2,PLAG,UG2,OL,LAW,FAIL,AY2023-24
2023-24,NO1,PLAG,UG1,OL,SCIENCE,DISM,AY2023-24
2023-24,NO1,CHEAT,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,FABR,UG3,OL,ARTS,ASM0,AY2023-24
2023-24,NO2,FABR,UG2,KAM,SCIENCE,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG1,OL,ARTS,SUSP,AY2023-24
2023-24,NO1,CHEAT,UG2,OL,SOBE,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG3,OL,ARTS,FAIL,AY2023-24
2023-24,NO1,MISC,UG2,OL,SCIENCE,ASM0,AY2023-24
2023-24,NO1,FABR,UG2,KAM,SOBE,ASM0,AY2023-24
2023-24,NO1,FABR,UG1,OL,SCIENCE,FAIL,AY2023-24
2023-24,NO1,CHEAT,UG1,KAM,ARTS,DISM,AY2023-24
2023-24,NO2,CHEAT,UPREP,OL,SOBE,ASM0,AY2023-24
2023-24,NO1,FABR,UG1,OL,SCIENCE,SUSP,AY2023-24
2023-24,NO1,FABR,UG2,KAM,SCIENCE,ASM0,AY2023-24
2023-24,NO1,FABR,UG2,OL,ARTS,DISM,AY2023-24
2023-24,NO3,MISC,UG3,OL,SOBE,ASM0,AY2023-24
2023-24,DC,MISC,UG2,KAM,ARTS,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,FABR,UG1,KAM,FACT,ASM0,AY2023-24
2023-24,NO2,MISC,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,FABR,UG3,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,PLAG,UG1,OL,ARTS,DISM,AY2023-24
2023-24,DC,FABR,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,DC,MISC,UG1,OL,SOBE,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG2,OL,ARTS,DISM,AY2023-24
2023-24,NO1,CHEAT,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG2,OL,SOBE,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG2,OL,SCIENCE,ASM0,AY2023-24
2023-24,NO1,MISC,UG2,KAM,ARTS,FAIL,AY2023-24
2023-24,NO1,CHEAT,UG3,KAM,ARTS,DISM,AY2023-24
2023-24,NO2,CHEAT,UG1,KAM,SCIENCE,ASM0,AY2023-24
2023-24,NO1,FABR,UG2,KAM,SOBE,FAIL,AY2023-24
2023-24,NO4,MISC,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,DC,FABR,UG2,OL,ARTS,SUSP,AY2023-24
2023-24,NO2,CHEAT,UG1,KAM,ARTS,DISM,AY2023-24
2023-24,NO1,PLAG,UG2,OL,SCIENCE,ASM0,AY2023-24
2023-24,NO2,CHEAT,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,MISC,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,NO3,PLAG,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG1,OL,SCIENCE,ASM0,AY2023-24
2023-24,DC,FABR,UG2,KAM,ARTS,FAIL,AY2023-24
2023-24,DC,CHEAT,UG1,KAM,ARTS,ASM0,AY2023-24
2023-24,NO1,FABR,UG1,OL,SOBE,DISM,AY2023-24
2023-24,DC,FABR,UG1,OL,SCIENCE,ASM0,AY2023-24
2023-24,NO1,FABR,UG2,OL,SCIENCE,REPR,AY2023-24
2023-24,DC,FABR,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,DC,FABR,UG3,OL,ARTS,FAIL,AY2023-24
2023-24,NO2,FABR,UG3,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG2,OL,ARTS,FAIL,AY2023-24
2023-24,NO1,CHEAT,UG1,OL,ARTS,FAIL,AY2023-24
2023-24,NO1,FABR,UG2,KAM,SCIENCE,ASM0,AY2023-24
2023-24,GT5,CHEAT,UG1,OL,SOBE,FAIL,AY2023-24
2023-24,NO2,PLAG,UG2,OL,SCIENCE,FAIL,AY2023-24
2023-24,NO1,PLAG,GR6,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG2,OL,ARTS,REME,AY2023-24
2023-24,NO1,FABR,UG1,OL,ARTS,DISM,AY2023-24
2023-24,NO2,CHEAT,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,MISC,UG1,OL,SOBE,ASM0,AY2023-24
2023-24,NO2,FABR,UG2,OL,SCIENCE,ASM0,AY2023-24
2023-24,NO2,FABR,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,PLAG,UG2,KAM,SOBE,FAIL,AY2023-24
2023-24,NO1,CHEAT,UG1,OL,SOBE,ASM0,AY2023-24
2023-24,DC,FABR,UG1,OL,SCIENCE,FAIL,AY2023-24
2023-24,DC,CHEAT,UG3,OL,ARTS,ASM0,AY2023-24
2023-24,NO4,PLAG,UG1,OL,SCIENCE,ASM0,AY2023-24
2023-24,NO1,FABR,UG3,OL,SCIENCE,FAIL,AY2023-24
2023-24,NO1,FABR,UG1,OL,NURSING,ASM0,AY2023-24
2023-24,NO3,CHEAT,UG3,OL,ARTS,REPR,AY2023-24
2023-24,NO1,FABR,UG1,KAM,SOBE,ASM0,AY2023-24
2023-24,DC,FABR,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,NO2,FABR,UG2,OL,ARTS,DISM,AY2023-24
2023-24,NO1,MISC,UG1,KAM,ARTS,FAIL,AY2023-24
2023-24,DC,FABR,UG1,OL,SCIENCE,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG2,OL,SCIENCE,ASM0,AY2023-24
2023-24,NO2,PLAG,UG2,KAM,SOBE,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG1,OL,ARTS,DISM,AY2023-24
2023-24,DC,CHEAT,UG4,OL,ARTS,ASM0,AY2023-24
2023-24,DC,CHEAT,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG4,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,MISC,UG2,OL,ARTS,DISM,AY2023-24
2023-24,NO1,CHEAT,UG1,OL,SCIENCE,ASM0,AY2023-24
2023-24,DC,FABR,UG1,KAM,ARTS,ASM0,AY2023-24
2023-24,NO1,FABR,UG1,OL,ARTS,DISM,AY2023-24
2023-24,NO1,PLAG,UG1,OL,SOBE,FAIL,AY2023-24
2023-24,NO1,FABR,UG2,OL,ARTS,FAIL,AY2023-24
2023-24,NO1,FABR,UG4,OL,ARTS,ASM0,AY2023-24
2023-24,NO2,PLAG,UG3,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,FABR,UG1,OL,ARTS,FAIL,AY2023-24
2023-24,NO3,PLAG,UG1,OL,SOBE,ASM0,AY2023-24
2023-24,NO4,FABR,UG4,OL,SCIENCE,FAIL,AY2023-24
2023-24,NO1,MISC,UG2,KAM,ARTS,ASM0,AY2023-24
2023-24,DC,FABR,UG2,KAM,SCIENCE,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG4,OL,ARTS,ASM0,AY2023-24
2023-24,NO3,FABR,UG1,OL,SCIENCE,ASM0,AY2023-24
2023-24,NO1,PLAG,UG2,OL,SCIENCE,ASM0,AY2023-24
2023-24,NO1,FABR,UG1,OL,ARTS,FAIL,AY2023-24
2023-24,NO1,CHEAT,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG1,OL,ARTS,FAIL,AY2023-24
2023-24,NO1,CHEAT,GR5,OL,SCIENCE,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG2,KAM,ARTS,ASM0,AY2023-24
2023-24,NO1,FABR,UG2,OL,SOBE,ASM0,AY2023-24
2023-24,NO2,FABR,UG3,OL,SOBE,ASM0,AY2023-24
2023-24,NO2,FABR,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,NO2,PLAG,UG2,OL,ARTS,DISM,AY2023-24
2023-24,NO1,PLAG,UG2,OL,FACT,FAIL,AY2023-24
2023-24,NO1,PLAG,UG3,OL,ARTS,SUSP,AY2023-24
2023-24,NO2,CHEAT,UG2,OL,FACT,FAIL,AY2023-24
2023-24,NO1,FABR,UG3,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG2,KAM,SOBE,ASM0,AY2023-24
2023-24,NO2,CHEAT,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,FABR,GR6,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,FABR,UG2,OL,ARTS,SUSP,AY2023-24
2023-24,NO1,CHEAT,UG1,KAM,SCIENCE,FAIL,AY2023-24
2023-24,NO1,MISC,UG1,KAM,ARTS,FAIL,AY2023-24
2023-24,NO1,CHEAT,UG3,OL,SCIENCE,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG1,OL,ARTS,REPR,AY2023-24
2023-24,NO1,MISC,UG2,KAM,ARTS,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG1,OL,SOBE,ASM0,AY2023-24
2023-24,DC,MISC,UG2,KAM,ARTS,FAIL,AY2023-24
2023-24,NO1,CHEAT,UG1,KAM,FACT,ASM0,AY2023-24
2023-24,NO2,MISC,UG1,OL,SOBE,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,NO3,MISC,UG2,OL,ARTS,FAIL,AY2023-24
2023-24,NO2,PLAG,UG3,KAM,ARTS,DISM,AY2023-24
2023-24,NO1,CHEAT,UG1,OL,SOBE,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG2,OL,SOBE,ASM0,AY2023-24
2023-24,NO2,MISC,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,NO4,MISC,UG4,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG4,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,MISC,UG2,OL,SCIENCE,ASM0,AY2023-24
2023-24,DC,PLAG,UG1,OL,ARTS,DISM,AY2023-24
2023-24,NO1,PLAG,GR6,OL,ARTS,ASM0,AY2023-24
2023-24,NO2,CHEAT,UG1,OL,SOBE,FAIL,AY2023-24
2023-24,NO1,FABR,UG2,KAM,ARTS,ASM0,AY2023-24
2023-24,NO1,FABR,UG1,OL,ARTS,REPR,AY2023-24
2023-24,NO3,FABR,UG2,OL,SOBE,DISM,AY2023-24
2023-24,NO1,CHEAT,UG1,OL,SCIENCE,DISM,AY2023-24
2023-24,NO1,FABR,UG1,OL,SOBE,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG1,KAM,SCIENCE,DISM,AY2023-24
2023-24,NO1,PLAG,UG2,OL,SOBE,ASM0,AY2023-24
2023-24,NO1,MISC,UG1,OL,SOBE,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG1,KAM,SCIENCE,ASM0,AY2023-24
2023-24,NO1,FABR,UG1,KAM,SCIENCE,ASM0,AY2023-24
2023-24,NO1,MISC,UG2,OL,ARTS,DISM,AY2023-24
2023-24,NO1,CHEAT,UG4,KAM,ARTS,FAIL,AY2023-24
2023-24,NO1,CHEAT,UG3,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,FABR,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,DC,FABR,UG2,OL,FACT,DISM,AY2023-24
2023-24,NO1,CHEAT,UG1,OL,ARTS,FAIL,AY2023-24
2023-24,NO1,CHEAT,GR6,OL,ARTS,FAIL,AY2023-24
2023-24,NO1,MISC,UG1,OL,SOBE,ASM0,AY2023-24
2023-24,NO1,MISC,UG4,OL,ARTS,SUSP,AY2023-24
2023-24,NO1,CHEAT,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,NO3,CHEAT,UG2,KAM,SOBE,ASM0,AY2023-24
2023-24,NO2,CHEAT,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG4,OL,SOBE,ASM0,AY2023-24
2023-24,NO1,FABR,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,NO3,MISC,UG2,OL,ARTS,DISM,AY2023-24
2023-24,DC,CHEAT,UG2,KAM,FACT,ASM0,AY2023-24
2023-24,NO1,FABR,UG1,KAM,SOBE,ASM0,AY2023-24
2023-24,NO1,FABR,UG2,KAM,SOBE,ASM0,AY2023-24
2023-24,NO1,FABR,UG2,KAM,ARTS,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,NO2,CHEAT,UG2,OL,SOBE,ASM0,AY2023-24
2023-24,NO3,CHEAT,UG2,OL,ARTS,DISM,AY2023-24
2023-24,NO1,MISC,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,PLAG,UG1,OL,ARTS,FAIL,AY2023-24
2023-24,NO1,FABR,UG1,KAM,SOBE,ASM0,AY2023-24
2023-24,NO2,FABR,UG1,KAM,ARTS,FAIL,AY2023-24
2023-24,NO2,CHEAT,UG1,OL,SOBE,ASM0,AY2023-24
2023-24,NO2,FABR,UG2,OL,ARTS,FAIL,AY2023-24
2023-24,NO1,PLAG,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,PLAG,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,DC,MISC,UG4,KAM,ARTS,ASM0,AY2023-24
2023-24,DC,FABR,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,NO3,FABR,GR6,KAM,ARTS,ASM0,AY2023-24
2023-24,NO1,PLAG,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,MISC,UG1,KAM,ARTS,ASM0,AY2023-24
2023-24,NO5,FABR,UG2,KAM,FACT,ASM0,AY2023-24
2023-24,NO1,FABR,UG1,OL,SCIENCE,ASM0,AY2023-24
2023-24,NO1,FABR,UG2,KAM,SOBE,FAIL,AY2023-24
2023-24,NO1,FABR,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,MISC,UG1,KAM,FACT,DISM,AY2023-24
2023-24,NO1,FABR,UG1,KAM,ARTS,ASM0,AY2023-24
2023-24,NO1,PLAG,UG1,OL,ARTS,FAIL,AY2023-24
2023-24,NO2,MISC,UG1,OL,SOBE,FAIL,AY2023-24
2023-24,NO4,CHEAT,GR6,OL,FACT,ASM0,AY2023-24
2023-24,NO1,MISC,UG1,KAM,ARTS,DISM,AY2023-24
2023-24,NO2,FABR,UG1,OL,SOBE,ASM0,AY2023-24
2023-24,NO1,FABR,UG1,OL,ARTS,FAIL,AY2023-24
2023-24,DC,PLAG,UG1,OL,SOBE,FAIL,AY2023-24
2023-24,NO1,FABR,UG3,OL,SOBE,REPR,AY2023-24
2023-24,NO1,FABR,UG2,KAM,ARTS,ASM0,AY2023-24
2023-24,DC,FABR,UG2,KAM,ARTS,FAIL,AY2023-24
2023-24,NO2,FABR,UG2,KAM,ARTS,DISM,AY2023-24
2023-24,NO1,FABR,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,NO4,CHEAT,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,NO2,CHEAT,UG4,KAM,SOBE,ASM0,AY2023-24
2023-24,NO2,CHEAT,UG2,OL,ARTS,FAIL,AY2023-24
2023-24,NO1,PLAG,UG2,OL,NURSING,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG1,OL,ARTS,FAIL,AY2023-24
2023-24,NO2,PLAG,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,FABR,UG2,KAM,ARTS,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG1,OL,SCIENCE,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG3,KAM,ARTS,FAIL,AY2023-24
2023-24,NO2,PLAG,UG2,KAM,ARTS,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG1,KAM,SCIENCE,FAIL,AY2023-24
2023-24,NO1,FABR,UG4,OL,SCIENCE,ASM0,AY2023-24
2023-24,DC,FABR,UG1,OL,ARTS,REPR,AY2023-24
2023-24,NO2,CHEAT,UG3,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,FABR,GR6,OL,ARTS,DISM,AY2023-24
2023-24,NO1,FABR,UG2,OL,ARTS,DISM,AY2023-24
2023-24,NO3,MISC,UG2,OL,SOBE,ASM0,AY2023-24
2023-24,NO4,FABR,UG2,KAM,ARTS,REPR,AY2023-24
2023-24,NO2,FABR,UG1,OL,ARTS,FAIL,AY2023-24
2023-24,DC,PLAG,UG3,OL,ARTS,ASM0,AY2023-24
2023-24,DC,MISC,UG4,KAM,ARTS,FAIL,AY2023-24
2023-24,NO2,FABR,UG3,KAM,ARTS,DISM,AY2023-24
2023-24,NO1,CHEAT,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,NO3,CHEAT,UG2,OL,SCIENCE,REPR,AY2023-24
2023-24,NO1,MISC,UG1,KAM,ARTS,ASM0,AY2023-24
2023-24,NO2,MISC,UG3,OL,SOBE,FAIL,AY2023-24
2023-24,NO3,MISC,UG3,OL,ARTS,ASM0,AY2023-24
2023-24,NO2,MISC,UG2,KAM,ARTS,ASM0,AY2023-24
2023-24,NO1,FABR,UG3,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,MISC,UG1,KAM,ARTS,ASM0,AY2023-24
2023-24,NO2,MISC,UG2,OL,SOBE,ASM0,AY2023-24
2023-24,DC,CHEAT,UG2,OL,SOBE,ASM0,AY2023-24
2023-24,NO1,PLAG,UG4,OL,ARTS,FAIL,AY2023-24
2023-24,NO1,CHEAT,UG1,KAM,SCIENCE,ASM0,AY2023-24
2023-24,NO1,MISC,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,NO3,FABR,UG3,OL,SCIENCE,FAIL,AY2023-24
2023-24,NO1,FABR,UG1,OL,EDSW,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG1,KAM,SCIENCE,ASM0,AY2023-24
2023-24,NO1,PLAG,UG2,OL,SOBE,ASM0,AY2023-24
2023-24,DC,CHEAT,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG3,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG1,OL,ARTS,DISM,AY2023-24
2023-24,NO1,CHEAT,UG3,OL,FACT,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG1,OL,FACT,ASM0,AY2023-24
2023-24,NO1,PLAG,UG1,KAM,ARTS,ASM0,AY2023-24
2023-24,NO3,CHEAT,UG2,OL,SCIENCE,ASM0,AY2023-24
2023-24,NO2,FABR,UG1,OL,SCIENCE,ASM0,AY2023-24
2023-24,NO1,PLAG,UG1,KAM,SCIENCE,ASM0,AY2023-24
2023-24,NO2,FABR,UG3,KAM,SOBE,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG1,OL,ARTS,FAIL,AY2023-24
2023-24,NO2,MISC,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,FABR,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,NO2,MISC,UG1,OL,ARTS,FAIL,AY2023-24
2023-24,DC,FABR,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,FABR,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,NO2,FABR,UG1,OL,ARTS,REPR,AY2023-24
2023-24,NO1,FABR,UG2,OL,SCIENCE,ASM0,AY2023-24
2023-24,NO1,FABR,UG2,OL,FACT,ASM0,AY2023-24
2023-24,NO2,FABR,UG3,OL,SCIENCE,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,NO2,CHEAT,UG2,OL,FACT,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG2,KAM,ARTS,FAIL,AY2023-24
2023-24,NO4,FABR,UG1,KAM,SOBE,REPR,AY2023-24
2023-24,NO1,FABR,UG3,KAM,SCIENCE,DISM,AY2023-24
2023-24,NO4,PLAG,UG2,KAM,SCIENCE,FAIL,AY2023-24
2023-24,NO2,CHEAT,UG4,OL,SOBE,ASM0,AY2023-24
2023-24,NO1,FABR,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,MISC,UG1,OL,SCIENCE,FAIL,AY2023-24
2023-24,NO1,MISC,UG4,OL,SOBE,DISM,AY2023-24
2023-24,NO1,FABR,UG2,OL,SCIENCE,ASM0,AY2023-24
2023-24,NO2,CHEAT,UG2,OL,ARTS,SUSP,AY2023-24
2023-24,NO2,CHEAT,UG2,OL,FACT,FAIL,AY2023-24
2023-24,DC,CHEAT,UG2,OL,SCIENCE,SUSP,AY2023-24
2023-24,NO2,FABR,UG2,OL,SCIENCE,DISM,AY2023-24
2023-24,NO1,MISC,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,FABR,UG1,OL,SOBE,FAIL,AY2023-24
2023-24,DC,CHEAT,UG1,OL,ARTS,FAIL,AY2023-24
2023-24,NO1,FABR,UG2,KAM,SOBE,FAIL,AY2023-24
2023-24,NO1,PLAG,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,FABR,UG3,OL,SOBE,ASM0,AY2023-24
2023-24,DC,FABR,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG3,OL,SOBE,ASM0,AY2023-24
2023-24,NO2,FABR,UG1,KAM,ARTS,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG1,KAM,SOBE,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG2,OL,ARTS,FAIL,AY2023-24
2023-24,NO3,PLAG,UG2,OL,ARTS,FAIL,AY2023-24
2023-24,NO1,FABR,UG4,OL,ARTS,ASM0,AY2023-24
2023-24,NO3,FABR,UG4,OL,SOBE,FAIL,AY2023-24
2023-24,NO1,CHEAT,UG2,OL,ARTS,FAIL,AY2023-24
2023-24,NO1,FABR,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,DC,FABR,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,NO2,FABR,UG2,KAM,ARTS,ASM0,AY2023-24
2023-24,NO1,FABR,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,FABR,UG2,KAM,SCIENCE,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG1,OL,SCIENCE,ASM0,AY2023-24
2023-24,NO2,FABR,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,DC,CHEAT,UG3,KAM,ARTS,DISM,AY2023-24
2023-24,DC,FABR,UG2,OL,SOBE,ASM0,AY2023-24
2023-24,DC,MISC,UG2,OL,SCIENCE,ASM0,AY2023-24
2023-24,NO1,FABR,UG2,KAM,ARTS,FAIL,AY2023-24
2023-24,NO2,CHEAT,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,FABR,UG3,OL,ARTS,DISM,AY2023-24
2023-24,NO1,CHEAT,UG4,KAM,SOBE,DISM,AY2023-24
2023-24,NO1,FABR,UG1,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,PLAG,UG4,OL,ARTS,ASM0,AY2023-24
2023-24,NO4,FABR,UG2,KAM,ARTS,FAIL,AY2023-24
2023-24,NO3,MISC,UG4,OL,FACT,ASM0,AY2023-24
2023-24,NO1,CHEAT,GR6,OL,ARTS,ASM0,AY2023-24
2023-24,NO4,PLAG,UG4,OL,ARTS,ASM0,AY2023-24
2023-24,DC,CHEAT,UG1,KAM,EDSW,FAIL,AY2023-24
2023-24,DC,CHEAT,UG2,OL,ARTS,DISM,AY2023-24
2023-24,NO1,PLAG,UG1,OL,FACT,DISM,AY2023-24
2023-24,NO1,CHEAT,UG2,OL,SOBE,DISM,AY2023-24
2023-24,NO1,CHEAT,UG1,OL,ARTS,FAIL,AY2023-24
2023-24,NO1,PLAG,UG3,KAM,SOBE,ASM0,AY2023-24
2023-24,NO2,CHEAT,UG1,KAM,SOBE,FAIL,AY2023-24
2023-24,NO1,MISC,UG2,OL,SOBE,ASM0,AY2023-24
2023-24,NO2,FABR,UG2,KAM,FACT,ASM0,AY2023-24
2023-24,NO1,CHEAT,UG2,OL,ARTS,ASM0,AY2023-24
2023-24,NO1,FABR,GR6,OL,NURSING,DISM,AY2023-24
